,PC1,PC2,PC3,cluster,MoA
Sodium oxybate,9.840086659538706,-6.1562036210845275,-2.6488445325059806,0,
Sodium phosphate P 32,5.994699429958779,-1.547093348435204,0.06442670597072667,0,
"Sodium phosphate, dibasic",5.994699429958779,-1.547093348435204,0.06442670597072667,0,
"Sodium phosphate, monobasic",2.8382447087696767,0.043563589037465766,-1.3496989444443221,3,
Sodium stibogluconate,-1.9952388705568707,0.40648429118410945,1.3966141636078258,3,tyrosine phosphatase inhibitor
Sodium sulfate,10.361574943379148,0.298951215780253,-5.02091532084139,0,
Sodium sulfide,-6.608843875716178,-5.456211470610049,0.11259977528479914,1,
Sodium tartrate,11.077074980601338,-3.421578410934985,-1.287340600980579,0,
Sodium tetradecyl sulfate,-15.022651959416688,-2.474849215976986,-1.9917942025707804,1,
Sodium zirconium cyclosilicate,14.579404955441582,-5.224737082924643,-5.943417567253017,0,
Sofosbuvir,11.38305545791806,0.951176062621372,-1.883494034929689,0,HCV inhibitor
Sofpironium,-0.43748457667238394,0.5191615950124154,1.7370890388671072,3,
Solifenacin,-19.74979304162493,9.638619542462639,-4.413134633640697,2,
Solriamfetol,6.365315202831304,1.8190285501563697,8.548033128539608,3,dopamine reuptake inhibitor
Somatostatin,2.5891147738037805,-6.919207297887812,-4.611241502138675,3,somatostatin receptor agonist
Sonidegib,-4.010399671282863,5.898442478521681,-4.9721294728902015,2,smoothened receptor antagonist
Sorafenib,-6.740420910033376,7.526248719958224,-0.8332774834130103,2,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
Sorbitol,-1.0849320439185148,-6.501518703422241,-1.9589123568690276,3,mucolytic agent
Sotagliflozin,1.9003345178168687,-6.49721227746931,-3.7447776318655452,3,sodium/glucose cotransporter inhibitor
Sotalol,-8.813795381649607,-4.048214733191013,-0.4506164441062802,1,adrenergic receptor antagonist
Sotorasib,11.677687959227281,2.1586591803816173,-4.657113666829679,0,
Sparfloxacin,-14.768165405879211,6.029279766091412,-4.638207683163452,2,bacterial DNA gyrase inhibitor
Sparsentan,-3.6944303282059434,0.9243074556477673,2.494563387085096,3,angiotensin receptor antagonist
Spectinomycin,9.297979040396974,1.9428813930118622,-1.4993845240224455,0,bacterial 30S ribosomal subunit inhibitor
Spinosad,-9.365460572162556,-0.47791136197576706,-0.026729597363763687,1,
Spiramycin,-8.917069957251519,-1.289688963920904,-0.020781636067105865,1,bacterial 50S ribosomal subunit inhibitor
Spirapril,2.715823531883172,5.256466077131807,8.999806422000011,3,
Spironolactone,5.062582655758004,-4.886090525084361,0.9225184805298894,3,mineralocorticoid receptor antagonist
Squalene,-2.17184019089776,-3.967399022271308,-3.803281148866929,3,
Stannous chloride,14.882392148320722,0.7083006057590664,2.343116789923496,0,
Stannous fluoride,9.007611420488292,3.6108778434659716,0.8311892300664759,4,
Stanozolol,-3.417872857603102,5.503821501874087,1.6308859311585666,3,
Stavudine,2.2579909018029167,13.3654049453758,4.570769747287533,4,DNA directed DNA polymerase inhibitor|nucleoside reverse transcriptase inhibitor
Stearic acid,-3.910381830121489,12.591259576017135,0.145819363244602,2,Bruton's tyrosine kinase (BTK) inhibitor
Steviolbioside,-5.313546894871298,-2.1893961588352178,0.21729604392526283,1,
Stiripentol,-8.961695544648892,-2.406543898968085,-0.06940484069517991,1,GABA uptake inhibitor
Streptomycin,-12.250798533327712,-0.6161624888161455,2.878108756938194,1,bacterial 30S ribosomal subunit inhibitor
Streptozocin,-2.7548361717802914,-1.4712478259835144,1.083022020340975,3,DNA alkylating agent
Strontium chloride,8.562213594185534,-1.563384021279546,2.1483036437729304,0,
Strontium chloride Sr-89,10.48209286221704,-3.0813841420530084,-0.047617419631916014,0,
Strontium ranelate,2.860389212968554,2.774889525964474,1.4519456234993993,3,bone formation stimulant|bone resorption inhibitor
Succimer,-9.961834341971455,-1.2697421540445462,-2.2784541170085815,1,
Succinic acid,15.656667318895042,1.948089898118461,1.008286309320655,0,
Succinylcholine,4.800831363023332,-2.066823933213238,1.7094839253322316,3,
Sucralfate,-10.20109260285989,-0.024433843616224405,0.41807829923461926,1,antacid
Sucrose,0.8614310307612552,-0.530069657096577,5.925149675748179,3,
Sufentanil,5.606398698987228,-0.6668230712017077,-4.06127416136608,0,
Sugammadex,-0.012701716061848388,-4.818997881062968,-0.11672452852774405,3,neuromuscular blockade reversal agent
Sulbactam,-17.03898894009123,-1.6497049878411398,-1.023984660844023,1,beta lactamase inhibitor
Sulconazole,-3.010306763363055,-2.707916385027759,-3.626586687981369,3,sterol demethylase inhibitor
Sulfabenzamide,-16.205291580845945,-2.6039399305114763,0.011121856361947477,1,bacterial antifolate
Sulfacetamide,-3.959054264625671,-2.6304090067197707,5.102409439292179,3,PABA antagonist
Sulfacytine,-2.1413571112772485,-0.576931601022475,3.508436451694261,3,
Sulfadiazine,6.408520035522238,1.5131235977185569,3.7134620399494565,3,bacterial antifolate
Sulfadimethoxine,-5.8489570834476945,-3.437319914678314,1.7103007588107222,1,dihydropteroate synthetase inhibitor
Sulfadoxine,-2.9716392688300917,2.7540223755192446,2.2313949927595,3,dihydropteroate synthase inhibitor
Sulfamerazine,-6.651851167375008,-2.145507849120224,2.938889311890839,1,bacterial antifolate
Sulfameter,9.981702686077032,4.6361043574964516,0.15429438327563516,4,dihydrofolate reductase inhibitor
Sulfamethazine,-9.390002296600992,-2.5586147540169315,1.8651298633756797,1,PABA antagonist
Sulfamethizole,-1.6632261194994244,-2.2183840683910976,-0.2853987429765331,3,bacterial antifolate
Sulfamethoxazole,-4.330998617179266,-3.7648178612324377,0.4973458821476918,1,PABA antagonist
Sulfametopyrazine,5.1034596525416305,2.5959884674639366,5.8254638955710885,3,PABA antagonist
Sulfanilamide,1.3068570612231265,-0.25381673136828875,1.4960903950329871,3,carbonic anhydrase inhibitor
Sulfaphenazole,13.64700546589354,3.675004161826017,-4.489140271248277,0,dihydropteroate synthetase inhibitor
Sulfapyridine,-2.1317819828769204,0.014023577753857193,4.083496761848121,3,PABA antagonist
Sulfasalazine,-10.657186199466244,-5.319483161127569,-0.3095818329469016,1,cyclooxygenase inhibitor
Sulfathiazole,-10.794034594302575,-0.6027345594749394,1.4265593749510976,1,dihydropteroate synthase inhibitor
Sulfinpyrazone,0.8262124138960997,2.9202061187553277,7.5701280797037125,3,uricosuric blocker
Sulfisoxazole,-1.8645621117243614,-2.923007514905929,1.2731591246602108,3,bacterial antifolate
Sulfoxone,-10.544576800406928,14.555491313352528,-4.225890554961713,2,dihydropteroate synthase inhibitor
Sulfur hexafluoride,11.855489251624837,1.8553426675203106,-3.83099984384548,0,
Sulindac,5.432197610019136,-10.111572184776891,-2.966547603173823,0,cyclooxygenase inhibitor
Sulopenem etzadroxil,-0.9799310553725055,1.6329065359414503,3.438272065288042,3,
Sulpiride,-0.4901935989545412,3.4812568405320055,7.598108814744731,3,dopamine receptor antagonist
Sultamicillin,-10.294661007094762,-1.252216908726826,1.086724649413551,1,antibacterial
Sulthiame,5.966044953467787,-1.8175731604983214,3.8293877946038233,3,carbonic anhydrase inhibitor
Sultopride,-1.0367026936736008,0.4568347707873924,3.328963372749909,3,dopamine receptor antagonist
Sumatriptan,-0.46773488886583986,-0.9365593822421151,3.4016520971348205,3,serotonin receptor agonist
Sunitinib,-5.345593423586476,2.5525547212204063,-3.873959061091345,1,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor
Suprofen,-12.274000539856269,10.207763345574557,-3.646010148442799,2,cyclooxygenase inhibitor
Suvorexant,10.404131864380254,-5.891005990884745,-4.49729582669521,0,
Synthetic camphor,7.394209927405628,9.492456881695825,-0.15235069847730956,4,
Syrosingopine,4.392912715836327,-5.772778304643163,-2.5298970812188024,0,
Tacrine,4.7745714455475055,15.744065271577504,-1.654857944005406,4,acetylcholinesterase inhibitor
Tacrolimus,1.0768659084454506,-1.755341107238834,-1.1937072561354922,3,calcineurin inhibitor
Tadalafil,0.9350883520972182,0.3506882033182842,3.20998922274232,3,phosphodiesterase inhibitor
Tafamidis,-17.504566160138854,7.350840156594711,-5.905018193233838,2,
Tafenoquine,-13.096491767899844,-2.7521873854258825,-1.4346525299845168,1,antimalarial agent
Tafluprost,-9.150644145881307,8.688630550549256,-2.7340910416257294,2,prostaglandin inhibitor
Talazoparib,12.065731220284132,1.4290906927714022,-3.744475480583749,0,PARP inhibitor
Talbutal,2.051655006300249,-1.6494964343804968,0.8290791825546022,3,
Talc,4.755731030424401,-0.451522821394387,0.55951402552978,3,
Tamoxifen,23.42578095643125,10.434101629121779,-8.269584734792074,0,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Tamsulosin,1.3599107194346505,-2.98303144347062,4.215834023850651,3,adrenergic receptor antagonist
Tannic acid,5.326391887731766,-9.215019604133733,-0.49331870124383975,0,PARG inhibitor
Tapentadol,-1.749380848115327,-4.183174866828415,-1.6683094865026016,3,
Tapinarof,-5.987379110361279,-6.122332124125017,-3.8650726917905947,1,aryl hydrocarbon receptor agonist
Tasimelteon,0.05987443124531689,0.13280000759338406,2.0332084348086807,3,melatonin receptor agonist
Taurine,8.237956163204768,-3.668711957907607,1.9221660525132074,0,antioxidant
Taurocholic acid,-2.9091321076577086,-1.6330944485440853,-2.15563886261064,3,bile acid
Taurolidine,6.960986320127973,-2.4570758902072765,4.542632172002938,3,apoptosis stimulant
Tauroursodeoxycholic acid,-3.2884876404804246,-2.7152868348174497,-2.7176175119162074,3,cholesterol inhibitor
Tavaborole,-7.462926975358169,-0.2363983070925981,0.7290515884240707,1,leucyl-tRNA synthetase inhibitor
Tazarotene,-2.129782006864563,6.0904941051603725,-4.028982883925901,4,retinoid receptor agonist
Tazemetostat,-7.845560777065323,6.961689397125387,-5.282539713211407,2,histone lysine methyltransferase inhibitor
Tazobactam,-8.717855440278461,4.538841682597877,-1.9412369808120877,2,beta lactamase inhibitor
Technetium Tc-99m disofenin,3.333784856142687,1.0029787680158664,5.211979679011314,3,
Technetium Tc-99m etidronate,-13.243418402958229,-2.744966776749477,1.5411774944234198,1,
Technetium Tc-99m mebrofenin,7.361607254976711,0.47844521348824937,5.040225922763381,3,
Technetium Tc-99m medronate,1.0676588699124583,1.745045089951735,1.020479763212135,3,
Technetium Tc-99m oxidronate,3.7612960987933883,-0.3736400946168704,3.7318248649500654,3,
Technetium Tc-99m pertechnetate,0.4518311199902776,0.4399207639462526,5.678297156275197,3,
Technetium Tc-99m pyrophosphate,-9.117284245541754,-1.4842131630591653,1.9691063738224737,1,
Technetium Tc-99m sestamibi,5.070463566273433,-0.5981780923526799,3.928860859926726,3,
Technetium Tc-99m succimer,-10.290491361632608,-1.338353382046501,-0.06099290961138642,1,
Technetium Tc-99m sulfur colloid,9.477214671821836,1.1437319519877664,4.055577762423439,0,
Technetium Tc-99m tetrofosmin,9.969362381914797,-1.7690796819103909,1.1073570531938892,0,
Tecovirimat,15.455000291715962,0.667443786073891,-4.536295991945635,0,orthopoxvirus egress inhibitor
Tedizolid,-19.034353885796243,10.169037075617076,-1.8338275971951559,2,bacterial 50S ribosomal subunit inhibitor
Tedizolid phosphate,-17.88246166205019,12.71929105159348,-3.2727429402002053,2,protein synthesis inhibitor
Tegafur,4.111340464021282,-1.8763984297888108,1.9855496511482396,3,
Tegafur-uracil,-0.9061631817513742,-4.0550052259746545,1.0820478034042997,3,
Tegaserod,22.73770778930009,-1.1161856973068893,-8.063859810174723,0,serotonin receptor partial agonist
Teicoplanin,-7.566741189058706,-0.8845261605696872,-2.0873764067035276,1,bacterial cell wall synthesis inhibitor
Telaprevir,-3.714273294958181,-1.4936512448520936,0.49532754942436197,3,HCV inhibitor
Telavancin,-6.666022340232498,0.6586930458957406,-1.3144136802269577,1,
Telbivudine,-19.07609297806476,9.252009723025566,-4.549442461720262,2,DNA polymerase inhibitor
Telithromycin,14.064489887474016,6.952887993615936,7.522663173953905,4,bacterial 30S ribosomal subunit inhibitor|bacterial 50S ribosomal subunit inhibitor
Telmisartan,4.146807414174855,-5.267877208960538,-4.899067529950812,0,angiotensin receptor antagonist
Telotristat ethyl,-16.18154425184751,0.40680566841935784,-4.6096010568537436,1,tryptophan hydroxylase inhibitor
Temazepam,0.3774867022319012,12.459623473024184,-2.5120675792384137,4,
Temocillin,-10.003077861670294,-2.646625524927416,0.7288857754156324,1,
Temoporfin,-16.063427784489264,3.1575791141986684,-2.6949784688248304,2,radical formation stimulant
Temozolomide,17.035234704798768,14.750286057407196,-2.2636372384650794,4,DNA alkylating agent
Temsirolimus,-6.818469302653708,-1.388151561456135,-4.601289063323827,1,mTOR inhibitor
Tenapanor,1.9657019220004028,6.290572880305647,0.4776838307065728,4,sodium/hydrogen exchanger inhibitor
Teniposide,-5.4465964320756575,-6.368115487595906,-2.9059713065058985,1,topoisomerase inhibitor
Tenofovir alafenamide,-8.62814739616013,-1.0002044559842695,-2.070044457707451,1,nucleoside reverse transcriptase inhibitor
Tenofovir disoproxil,-7.107529737635286,-1.7597520970723168,-1.6329596113291482,1,nucleoside reverse transcriptase inhibitor
Tenoxicam,-4.753983876818743,1.4847632646452993,0.0193993573719272,3,cyclooxygenase inhibitor
Tepotinib,2.1445479230295734,2.148982586588503,-5.45527798080852,4,
Terazosin,1.453512661699016,1.9483973295724444,6.288200712798795,3,adrenergic receptor antagonist
Terbinafine,-0.09179444539041912,-4.741626270959417,1.2046942920742088,3,fungal squalene epoxidase inhibitor
Terbutaline,4.841219801636771,-5.2649560641764905,-3.0215045802584406,0,adrenergic receptor agonist
Terconazole,-12.460148878693499,13.539970421886549,-1.868177647471174,2,sterol demethylase inhibitor
Terfenadine,-1.2838348783897817,-3.662813332206159,-3.994987258888008,3,histamine receptor antagonist
Teriflunomide,9.061000044125205,-8.277521270796186,-1.3547399908185591,0,dihydroorotate dehydrogenase inhibitor
Terizidone,-0.8218227722164254,-0.8902204996642765,3.7761364052762607,3,
Terpin hydrate,3.2255624074424154,5.165582056167128,4.891590340255625,4,
Testolactone,1.3651919579818999,-2.1068834087961985,4.113054936514551,3,
Testosterone,7.097834066876925,-3.371621244502904,1.620816593425003,0,
Testosterone cypionate,2.072865021888412,-3.1947981752716803,-0.14421869459265388,3,
Testosterone enantate benzilic acid hydrazone,1.4286508311698156,-2.736982069747736,-1.991726072898639,3,
Testosterone enanthate,-0.37473090215105503,-3.0239353233518806,-0.09743136988680945,3,contraceptive agent
Testosterone propionate,4.0487480341989,-4.195529434021179,-1.1408126517863661,3,
Testosterone undecanoate,-0.37473090215105503,-3.0239353233518806,-0.09743136988680945,3,
Tetrabenazine,5.746945228369751,0.17746901078467078,-2.9294467925549386,0,vesicular monoamine transporter inhibitor
Tetracaine,-10.036604596304219,-2.4274089210934253,1.1172644172120176,1,membrane integrity inhibitor
Tetrachlorodecaoxide,1.5071344859826736,-1.3102477386493465,3.845695399911532,3,
Tetracosactide,-14.220033498483073,-2.7180882327639018,0.0013628899369129142,1,
Tetracycline,-10.425399026445916,-2.2911987880495315,1.083700312158622,1,bacterial 30S ribosomal subunit inhibitor
Tetracycline phosphate complex,-10.190442324059843,-2.6603267560865436,1.6002412336274352,1,
Tetradecyl hydrogen sulfate (ester),-11.31180328975921,-2.7564329045195812,-2.0739114968124612,1,
Tetraferric tricitrate decahydrate,-1.9967276955383477,-1.4369957141380614,-0.33458715838251957,3,
Tetrakis(2-methoxyisobutylisocyanide)copper(I) tetrafluoroborate,16.337309071962277,-2.6727900253578287,-2.81717530528707,0,
Tetramethylthiuram monosulfide,17.729850000599566,-11.762113977427582,-5.414643053823573,0,
Tetrofosmin,4.690749628643634,-2.586872942982421,-0.5889013174454814,3,
Tetryzoline,-4.084917667886117,1.596973054416434,-1.159124615174294,3,adrenergic receptor agonist
Tezacaftor,6.606674475186831,-0.8157023290128771,-2.3820995294059615,0,CFTR channel agonist
Thalidomide,5.449963158945606,3.193458146828022,-2.16022317553609,4,tumor necrosis factor production inhibitor
Thallous chloride,-2.270403378940822,-3.0463261499099388,-0.5960496817479465,3,
Thallous chloride Tl-201,16.85388106509672,-5.020334753582761,-5.046841231902566,0,
Thenalidine,12.035999666317657,1.603011128723447,0.140921252458267,0,
Thenyldiamine,-9.179527152538432,-4.864524207869422,0.17032662310773108,1,antihistamine
Theophylline,-2.2233568177553122,-2.166477655260826,4.3156987999532355,3,
Thiabendazole,7.105696625500657,1.0220600199461087,-1.1759473291640237,0,angiogenesis inhibitor
Thiamine,4.71858667755702,-7.060633696450519,1.7494343021209111,3,vitamin B
Thiamylal,-0.7898309387256254,-2.3825230288390915,0.5704694559084881,3,glutamate receptor antagonist
Thiethylperazine,8.297925898911709,0.42854544314192183,1.5505787455603528,0,dopamine receptor antagonist
Thimerosal,-16.89477171678333,-3.222251558156247,-4.250639725384652,1,other antibiotic
Thiohexam,3.33365837494217,-2.9832046344282968,-0.624569785052466,3,
